"V1","V2"
5196000,4694000
4616000,4554000
4496000,4254000
4526000,4254000
4846000,4764000
5196000,4714000
5086000,4774000
4676000,4554000
5206000,4694000
5276000,4674000
5156000,4714000
5256000,4714000
4756000,4514000
4756000,4524000
4236000,4044000
5186000,4714000
5276000,4704000
4836000,4734000
4836000,4614000
5216000,4644000
4816000,4684000
4106000,3964000
4806000,4674000
4436000,4214000
4766000,4594000
4786000,4624000
5226000,4694000
4696000,4534000
4856000,4604000
4266000,4434000
4166000,4234000
4076000,4204000
4776000,4554000
4106000,4234000
4756000,4594000
5116000,4774000
4776000,4534000
4436000,4764000
4836000,4624000
5176000,4714000
5146000,4724000
5126000,4764000
4846000,4694000
4706000,4534000
4616000,4504000
5216000,4694000
4836000,4604000
5006000,4624000
4606000,4454000
4826000,4624000
5296000,4664000
4766000,4574000
5286000,4674000
4826000,4604000
4576000,4514000
4526000,4914000
4816000,4674000
5136000,4744000
4566000,5034000
5136000,4754000
4586000,4394000
5076000,4764000
5246000,4704000
4766000,4584000
4746000,4534000
4556000,4514000
4526000,4484000
4416000,4534000
4686000,4434000
5056000,4754000
4766000,4604000
4476000,4224000
4096000,4324000
5086000,4764000
5276000,4664000
4526000,4354000
4596000,4544000
5286000,4684000
4576000,4484000
4836000,4764000
4576000,4404000
4836000,4694000
5066000,4764000
4866000,4654000
4096000,4254000
4726000,4484000
4736000,4554000
5096000,4774000
5106000,4774000
5026000,4674000
5166000,4704000
4736000,4544000
5136000,4734000
4726000,4474000
4166000,3944000
4096000,4334000
5026000,4684000
5236000,4704000
4796000,4614000
4866000,4764000
5186000,4704000
4836000,4554000
4416000,4644000
4636000,4494000
4096000,4234000
4866000,4624000
5036000,4734000
4856000,4664000
4106000,4264000
4616000,4484000
4526000,4454000
4626000,4554000
4586000,4494000
4856000,4724000
4126000,4344000
4606000,4504000
4816000,4594000
4586000,4544000
4836000,4744000
5016000,4654000
4786000,4504000
4576000,4524000
4866000,4754000
4116000,3954000
4956000,4584000
4836000,4594000
4576000,4394000
4266000,4444000
4116000,4054000
4556000,4504000
4506000,4244000
4606000,4424000
5116000,4764000
4586000,4534000
4116000,4024000
4536000,4434000
4786000,4544000
4776000,4524000
4546000,4314000
5316000,4654000
4766000,4634000
4766000,4544000
4846000,4594000
4506000,4904000
4536000,4494000
4536000,4404000
4586000,4414000
5186000,4664000
4606000,4494000
4256000,4454000
4506000,4234000
4756000,4554000
4116000,4064000
5276000,4694000
4776000,4624000
4816000,4664000
4626000,4414000
4086000,4194000
4856000,4764000
4736000,4524000
4366000,4574000
5276000,4654000
4566000,4294000
4706000,4494000
4806000,4534000
5126000,4754000
4696000,4504000
4596000,4444000
4106000,3994000
4116000,4354000
5056000,4744000
4646000,4474000
5096000,4764000
5106000,4764000
4196000,3974000
4786000,4554000
4326000,4184000
4336000,4234000
4446000,4784000
4366000,4584000
4846000,4614000
5176000,4704000
5016000,4644000
5286000,4664000
4436000,4694000
4766000,4614000
4766000,4624000
4846000,4604000
4306000,4174000
4766000,4514000
4596000,4394000
4606000,4404000
5206000,4654000
4656000,4544000
4546000,5004000
4216000,4404000
4776000,4494000
4786000,4534000
4546000,4494000
5266000,4664000
4866000,4644000
4646000,4364000
4556000,5004000
4376000,4454000
5206000,4684000
4616000,4434000
4666000,4544000
4836000,4584000
4616000,4414000
4726000,4524000
4996000,4604000
4416000,4654000
4826000,4684000
4626000,4374000
5276000,4684000
4816000,4534000
5136000,4724000
4656000,4464000
4796000,4524000
4566000,4354000
4296000,4454000
4476000,4854000
4286000,4104000
4096000,4284000
4676000,4544000
4296000,4474000
4836000,4754000
4226000,4034000
4406000,4234000
4296000,4124000
4346000,4454000
4136000,4314000
4776000,4574000
5006000,4614000
4506000,4224000
5156000,4704000
4556000,4364000
4606000,4434000
4576000,4414000
4776000,4564000
5256000,4704000
5116000,4754000
5026000,4694000
4606000,4514000
5126000,4744000
4566000,4274000
4626000,4474000
4826000,4634000
5196000,4684000
4596000,4454000
4786000,4514000
4586000,4524000
5146000,4714000
5216000,4634000
4636000,4474000
4516000,4474000
4326000,4444000
4126000,4324000
4836000,4634000
4496000,4214000
5266000,4704000
4566000,4284000
4786000,4524000
4486000,4214000
4256000,4064000
4586000,4484000
5256000,4664000
5026000,4714000
4406000,4514000
4516000,4254000
5126000,4734000
4596000,4414000
4746000,4524000
4636000,4374000
4756000,4444000
4776000,4584000
4866000,4634000
4626000,4504000
4686000,4504000
4456000,4234000
4826000,4594000
5066000,4754000
4756000,4464000
5026000,4664000
4676000,4444000
4626000,4364000
5236000,4694000
4676000,4434000
4786000,4564000
4796000,4554000
4846000,4624000
4446000,4214000
4796000,4544000
5246000,4664000
4806000,4554000
4806000,4544000
4086000,4254000
5026000,4704000
4606000,4544000
4596000,4484000
4836000,4574000
4286000,4114000
5286000,4654000
5196000,4664000
5246000,4654000
5226000,4684000
4276000,4104000
4116000,4314000
4176000,3954000
4816000,4574000
5266000,4674000
4796000,4534000
4766000,4484000
4616000,4544000
4696000,4434000
5106000,4754000
4616000,4454000
4416000,4554000
5186000,4694000
4706000,4504000
4836000,4564000
4546000,4374000
4476000,4864000
4586000,4444000
4716000,4484000
5076000,4754000
4466000,4234000
4886000,4504000
5206000,4644000
4586000,4504000
4466000,5014000
5236000,4654000
4616000,4374000
4696000,4444000
5266000,4654000
4846000,4684000
5246000,4694000
4076000,4194000
5256000,4674000
5216000,4684000
4816000,4544000
5216000,4654000
5126000,4724000
4256000,4464000
4566000,4404000
5196000,4654000
5086000,4754000
4616000,4514000
4556000,4494000
4456000,4834000
4626000,4444000
4946000,4564000
4366000,4214000
4356000,4534000
5246000,4674000
5116000,4744000
4756000,4454000
4756000,4504000
5236000,4684000
4856000,4654000
5186000,4684000
4636000,4554000
4836000,4684000
4646000,4544000
4826000,4584000
4776000,4594000
4646000,4434000
4746000,4514000
4706000,4524000
4546000,4254000
4136000,4154000
4106000,3974000
4856000,4614000
5326000,4644000
4436000,4744000
4626000,4544000
4506000,4214000
5226000,4634000
5236000,4664000
4776000,4614000
5206000,4664000
4776000,4604000
5136000,4714000
4286000,4074000
4086000,4284000
5016000,4634000
4626000,4424000
4826000,4644000
4796000,4604000
5236000,4674000
4566000,4394000
4846000,4634000
4596000,4434000
4856000,4754000
5276000,4644000
5096000,4754000
4806000,4594000
4826000,4674000
4786000,4584000
4616000,4404000
5266000,4694000
4336000,4194000
4786000,4574000
4706000,4434000
5036000,4724000
5266000,4684000
4846000,4754000
5226000,4624000
5226000,4664000
4226000,3994000
4246000,4004000
4856000,4624000
4096000,4094000
4066000,4294000
4856000,4644000
5376000,4624000
5186000,4674000
4606000,4474000
5306000,4654000
5106000,4744000
4376000,4564000
5256000,4654000
5066000,4744000
4616000,4424000
4756000,4474000
4576000,4444000
4626000,4434000
4816000,4584000
4796000,4564000
5296000,4654000
4476000,4874000
4576000,4424000
5046000,4734000
4636000,4364000
4616000,4474000
4686000,4444000
4986000,4594000
4646000,4374000
4596000,4494000
5316000,4644000
4806000,4564000
5166000,4694000
4576000,4434000
5206000,4674000
4476000,4214000
4566000,4264000
4256000,4424000
4216000,3974000
4556000,4314000
5126000,4714000
4776000,4514000
4396000,4244000
4536000,4254000
5226000,4674000
4826000,4654000
4616000,4384000
4806000,4574000
4596000,4514000
4786000,4594000
4606000,4484000
4266000,4084000
5286000,4644000
5116000,4734000
4596000,4424000
4446000,4774000
4586000,4434000
4346000,4204000
5256000,4694000
4076000,4314000
4496000,4204000
4646000,4484000
4856000,4634000
4626000,4404000
4526000,4344000
4586000,4514000
4886000,4514000
4516000,4244000
4776000,4504000
5176000,4694000
4936000,4554000
4586000,4454000
5226000,4654000
4716000,4524000
5006000,4604000
4576000,4454000
5216000,4674000
5246000,4684000
5176000,4674000
4396000,4574000
4596000,4534000
5216000,4664000
5186000,4654000
5146000,4704000
4536000,4324000
4586000,4424000
5016000,4624000
4766000,4504000
4746000,4474000
4346000,4534000
5256000,4684000
5116000,4724000
4626000,4454000
5176000,4684000
4736000,4484000
4956000,4574000
4546000,4324000
4606000,4374000
4596000,4504000
4786000,4614000
5366000,4624000
4106000,3984000
4206000,4404000
4696000,4524000
4686000,4424000
5156000,4694000
5176000,4664000
4596000,4524000
4086000,4274000
4816000,4554000
4646000,4444000
5196000,4674000
4636000,4414000
4556000,4404000
4566000,4364000
4996000,4594000
4636000,4444000
4606000,4524000
4306000,4474000
4826000,4574000
4616000,4534000
4596000,4474000
4536000,4484000
4396000,4214000
5026000,4654000
4816000,4564000
4656000,4364000
4696000,4494000
5226000,4644000
4306000,4444000
4766000,4494000
4726000,4464000
4396000,4584000
4726000,4494000
4846000,4674000
4836000,4654000
4106000,4054000
4426000,4674000
4636000,4434000
4656000,4424000
4116000,4034000
4106000,3954000
4606000,4534000
4886000,4464000
5276000,4634000
4376000,4554000
4716000,4494000
5246000,4644000
4416000,4664000
4566000,4414000
4856000,4734000
4326000,4174000
4516000,4914000
4856000,4744000
4696000,4514000
5096000,4744000
5266000,4644000
4806000,4584000
4736000,4404000
5236000,4614000
4546000,4384000
4826000,4664000
4516000,4204000
4596000,4464000
5076000,4744000
5236000,4624000
5056000,4734000
4416000,4594000
4146000,3944000
4426000,4684000
4696000,4424000
5116000,4714000
4686000,4524000
4616000,4524000
4746000,4504000
4346000,4524000
5106000,4734000
4976000,4594000
4796000,4584000
4626000,4534000
4466000,4844000
5126000,4704000
4436000,4704000
4536000,4994000
4426000,4714000
5256000,4604000
4376000,4474000
4676000,4424000
4116000,4044000
4846000,4744000
5136000,4704000
5326000,4634000
4786000,4604000
4086000,4164000
5116000,4704000
5236000,4644000
4736000,4464000
5036000,4674000
4556000,4394000
4756000,4484000
4246000,4414000
4586000,4384000
4626000,4464000
4516000,4214000
4206000,3964000
4366000,4154000
4836000,4674000
5086000,4744000
4746000,4434000
5216000,4624000
4526000,4234000
4626000,4514000
4896000,4514000
5256000,4644000
4526000,4474000
4626000,4384000
4406000,4624000
4636000,4544000
4086000,4234000
5296000,4634000
4826000,4554000
4556000,4344000
5246000,4614000
4416000,4214000
4556000,4254000
5246000,4604000
4736000,4494000
5266000,4594000
4686000,4514000
4836000,4664000
4636000,4534000
4676000,4534000
4566000,4464000
4566000,4454000
4566000,4344000
5106000,4704000
4606000,4464000
4356000,4574000
5016000,4614000
4636000,4424000
4796000,4594000
4666000,4444000
4136000,3944000
5266000,4584000
4656000,4474000
4686000,4494000
4346000,4564000
4316000,4454000
4576000,4324000
4126000,3954000
4426000,4774000
5166000,4684000
4626000,4524000
4566000,4484000
4616000,4364000
4846000,4734000
4566000,4434000
4746000,4444000
5306000,4644000
4636000,4504000
4496000,4194000
4896000,4494000
5296000,4644000
5036000,4664000
4846000,4664000
4566000,4384000
5276000,4584000
4836000,4644000
4796000,4574000
4756000,4494000
4896000,4504000
5106000,4694000
4426000,4704000
5146000,4694000
5256000,4594000
4546000,4484000
5106000,4724000
4116000,4324000
4686000,4454000
4376000,4204000
4096000,4274000
5336000,4634000
5346000,4634000
4846000,4644000
4646000,4424000
5116000,4694000
4726000,4514000
4736000,4514000
5376000,4614000
4486000,4204000
5036000,4684000
4536000,4354000
4826000,4564000
5316000,4634000
4516000,4224000
4346000,4194000
4566000,4304000
4606000,4364000
4556000,4444000
5106000,4714000
5276000,4574000
4466000,4854000
4586000,4474000
5096000,4734000
5206000,4634000
4546000,4394000
4436000,4574000
4106000,4004000
4086000,4264000
4706000,4484000
5026000,4644000
5166000,4674000
4466000,4214000
4566000,4424000
4596000,4364000
4966000,4594000
4456000,4224000
5336000,4604000
4366000,4144000
5366000,4614000
4566000,4444000
5066000,4734000
4466000,4224000
4846000,4654000
4946000,4554000
4516000,4234000
5286000,4634000
4646000,4534000
5336000,4614000
5176000,4654000
4406000,4224000
4156000,3934000
4256000,4444000
5236000,4634000
4716000,4504000
4536000,4444000
5006000,4594000
4676000,4504000
4396000,4564000
4586000,4464000
5346000,4614000
4706000,4514000
5196000,4644000
4356000,4154000
5126000,4694000
4556000,4484000
4526000,4464000
4636000,4404000
5356000,4624000
4346000,4184000
4336000,4494000
4626000,4354000
4606000,4354000
4556000,4374000
4266000,4464000
4376000,4544000
5266000,4634000
4646000,4464000
4436000,4754000
5156000,4684000
4546000,4404000
4376000,4574000
4556000,4384000
4406000,4594000
5276000,4624000
5386000,4614000
4706000,4444000
4286000,4474000
4266000,4074000
5346000,4624000
4406000,4534000
4576000,4474000
4576000,4464000
4396000,4204000
4596000,4374000
5256000,4614000
5356000,4634000
5336000,4594000
4666000,4454000
4666000,4434000
5236000,4604000
4746000,4494000
4196000,4384000
4636000,4524000
5166000,4664000
4326000,4194000
4746000,4464000
4636000,4454000
5086000,4734000
4346000,4544000
5036000,4704000
5306000,4624000
4746000,4484000
5136000,4694000
5226000,4614000
5016000,4604000
4436000,4774000
5336000,4624000
4576000,4384000
4506000,4204000
4656000,4434000
4356000,4584000
4646000,4354000
4746000,4454000
5076000,4734000
4666000,4364000
4546000,4414000
4566000,4374000
5346000,4604000
5096000,4724000
4616000,4464000
4566000,4474000
4956000,4564000
5026000,4634000
4246000,4014000
4426000,4204000
5356000,4614000
5036000,4714000
5126000,4684000
5326000,4624000
5306000,4634000
4726000,4394000
4596000,4354000
5116000,4684000
4416000,4564000
4086000,4174000
5096000,4714000
4396000,4614000
5036000,4694000
5246000,4634000
4706000,4424000
5296000,4624000
4556000,4454000
4646000,4494000
5096000,4704000
5246000,4624000
5106000,4684000
5096000,4694000
4236000,4004000
4576000,4294000
5396000,4604000
4556000,4474000
5256000,4584000
4346000,4554000
4556000,4464000
4106000,4344000
5336000,4584000
5186000,4644000
4096000,4344000
4716000,4424000
4526000,4244000
4696000,4454000
4086000,4324000
5146000,4684000
4606000,4344000
5136000,4684000
4736000,4414000
4436000,4784000
5266000,4574000
5386000,4604000
4376000,4464000
4736000,4504000
4726000,4504000
5346000,4594000
5406000,4594000
4386000,4494000
4466000,4204000
4436000,4204000
4936000,4544000
5266000,4604000
4636000,4514000
4536000,4474000
4066000,4214000
4336000,4524000
5026000,4624000
5246000,4594000
4576000,4264000
5166000,4654000
4576000,4334000
4696000,4484000
5256000,4634000
5326000,4614000
4396000,4594000
4066000,4314000
4706000,4414000
4726000,4404000
5126000,4674000
5206000,4624000
4886000,4444000
4886000,4434000
4996000,4584000
4736000,4424000
5326000,4604000
4986000,4584000
4086000,4144000
4476000,4204000
5096000,4684000
5216000,4614000
5036000,4654000
5376000,4604000
5286000,4584000
4426000,4694000
4556000,4324000
4546000,4344000
4616000,4344000
4896000,4464000
4556000,4414000
4736000,4454000
4586000,4324000
5286000,4624000
5136000,4654000
5316000,4624000
4196000,4394000
4416000,4674000
5276000,4564000
4636000,4354000
5116000,4674000
4576000,4284000
5256000,4624000
4666000,4404000
5146000,4654000
4716000,4374000
4376000,4164000
5346000,4584000
4646000,4504000
4716000,4364000
4666000,4534000
5006000,4584000
4396000,4224000
5046000,4724000
4676000,4524000
5136000,4664000
4966000,4584000
5396000,4594000
4096000,4064000
4636000,4464000
5026000,4614000
4676000,4454000
4286000,4084000
4736000,4434000
5156000,4674000
4406000,4664000
4676000,4514000
4346000,4224000
4286000,4064000
5266000,4624000
4576000,4274000
4716000,4514000
4396000,4604000
4576000,4314000
4576000,4364000
5016000,4594000
4656000,4534000
5136000,4674000
4586000,4314000
4546000,4474000
4106000,4124000
5086000,4724000
4346000,4574000
4376000,4594000
5156000,4654000
4646000,4514000
4656000,4354000
4656000,4414000
4316000,4174000
4486000,4194000
5056000,4724000
4066000,4304000
4596000,4314000
4946000,4544000
4976000,4584000
5196000,4634000
4686000,4414000
4096000,4264000
5286000,4574000
4586000,4374000
4716000,4434000
5046000,4664000
5046000,4674000
4616000,4354000
4336000,4554000
4646000,4524000
4576000,4344000
4286000,4094000
4576000,4374000
4086000,4154000
5126000,4664000
4606000,4384000
4656000,4374000
4536000,4334000
4346000,4514000
4406000,4634000
4896000,4434000
5066000,4654000
4076000,4244000
4666000,4394000
4566000,4314000
5276000,4594000
4896000,4424000
5106000,4674000
4576000,4354000
4306000,4464000
5226000,4604000
4716000,4414000
4336000,4514000
5386000,4594000
5026000,4604000
5146000,4674000
4646000,4414000
4446000,4794000
5316000,4614000
5086000,4694000
5156000,4644000
4676000,4414000
4566000,4324000
4136000,4234000
5156000,4664000
4576000,4304000
5176000,4644000
4716000,4404000
4196000,3964000
5146000,4644000
5186000,4634000
4566000,4254000
4356000,4144000
4386000,4574000
5136000,4644000
4096000,4054000
4406000,4544000
4716000,4474000
5016000,4584000
4356000,4464000
5306000,4614000
4116000,4364000
5076000,4654000
5296000,4614000
5236000,4594000
5146000,4664000
4396000,4234000
5046000,4704000
5286000,4614000
5056000,4654000
4716000,4384000
5066000,4664000
5096000,4674000
5086000,4704000
5066000,4724000
4606000,4394000
5056000,4664000
4896000,4454000
4956000,4554000
4596000,4384000
4726000,4454000
4386000,4564000
4406000,4654000
5086000,4684000
4656000,4504000
4736000,4444000
5406000,4584000
4336000,4444000
5366000,4604000
4406000,4564000
4656000,4404000
5116000,4664000
5256000,4574000
4646000,4404000
4666000,4464000
5126000,4644000
4446000,4204000
4556000,4434000
5036000,4644000
4896000,4444000
4636000,4384000
4596000,4344000
4236000,4014000
5046000,4714000
5046000,4684000
5306000,4584000
5126000,4654000
4296000,4044000
5326000,4594000
5356000,4604000
4536000,4344000
4406000,4644000
4186000,3954000
5266000,4614000
5086000,4714000
4156000,4384000
5106000,4664000
4926000,4534000
4566000,4334000
5046000,4694000
5396000,4584000
4366000,4464000
4676000,4404000
4586000,4364000
4386000,4584000
5076000,4644000
4336000,4504000
4536000,4224000
4536000,4454000
4606000,4314000
4326000,4454000
5076000,4664000
4716000,4294000
5106000,4654000
4716000,4304000
5326000,4564000
5036000,4634000
5316000,4604000
4656000,4514000
5276000,4614000
5266000,4564000
4386000,4594000
5086000,4644000
5246000,4584000
4456000,4214000
5096000,4644000
4536000,4464000
4656000,4444000
5056000,4674000
5046000,4654000
5316000,4574000
4526000,4224000
4366000,4534000
5066000,4644000
5376000,4594000
4296000,4484000
5096000,4664000
5166000,4644000
5326000,4584000
5076000,4724000
4336000,4564000
4366000,4594000
5096000,4654000
5206000,4614000
4076000,4234000
5096000,4604000
4676000,4394000
4316000,4464000
5346000,4574000
4546000,4464000
5086000,4654000
4666000,4424000
5196000,4624000
4246000,3994000
5076000,4694000
4656000,4454000
4556000,4424000
5086000,4614000
4256000,4434000
4936000,4534000
4666000,4514000
5216000,4604000
4716000,4314000
4396000,4624000
4236000,4414000
5086000,4674000
4406000,4214000
5026000,4594000
4406000,4524000
5106000,4644000
4516000,4194000
5296000,4584000
4586000,4354000
4966000,4574000
5276000,4604000
5086000,4634000
5096000,4614000
5066000,4674000
4586000,4334000
5056000,4714000
4326000,4554000
5286000,4604000
4656000,4484000
5076000,4684000
4236000,3994000
5076000,4704000
5296000,4604000
5406000,4574000
4926000,4524000
4306000,4454000
5076000,4674000
5086000,4664000
4376000,4604000
5066000,4634000
5226000,4594000
4156000,4374000
4666000,4414000
4716000,4394000
4356000,4524000
5116000,4654000
5156000,4634000
5056000,4684000
5096000,4634000
5056000,4644000
5056000,4704000
5386000,4584000
5056000,4694000
5286000,4594000
4306000,4494000
4626000,4394000
5076000,4624000
4656000,4494000
4456000,4194000
4706000,4404000
4546000,4424000
5316000,4584000
4646000,4454000
5036000,4624000
5286000,4564000
4086000,4184000
4656000,4524000
5136000,4634000
4666000,4524000
4246000,4434000
4076000,4284000
5096000,4594000
5076000,4634000
4596000,4324000
4236000,4034000
4696000,4414000
5006000,4574000
5016000,4574000
4656000,4394000
5116000,4644000
5276000,4554000
4686000,4464000
5086000,4604000
5306000,4594000
5166000,4634000
5066000,4714000
4056000,4304000
4676000,4364000
4676000,4494000
4676000,4354000
4726000,4414000
4386000,4504000
5186000,4624000
4276000,4464000
5256000,4564000
5296000,4594000
5036000,4614000
5306000,4574000
5346000,4544000
4366000,4474000
5356000,4594000
4066000,4224000
5306000,4604000
4666000,4344000
4356000,4164000
4546000,4444000
4126000,3944000
4936000,4524000
5076000,4714000
5086000,4624000
5396000,4574000
5326000,4574000
4386000,4604000
5266000,4554000
4616000,4334000
4096000,4084000
5296000,4574000
4886000,4134000
4426000,4764000
5346000,4534000
4666000,4354000
5096000,4624000
5066000,4684000
5126000,4634000
4996000,4574000
5066000,4704000
5046000,4644000
4176000,3944000
5066000,4694000
4546000,4454000
4686000,4484000
4356000,4214000
4716000,4354000
4526000,4204000
4366000,4204000
5116000,4594000
5176000,4634000
4366000,4164000
4956000,4544000
5036000,4604000
5316000,4594000
4456000,4204000
4586000,4344000
5366000,4594000
5106000,4614000
4296000,4494000
4986000,4574000
5326000,4554000
5036000,4594000
4076000,4224000
4366000,4134000
4726000,4424000
5056000,4634000
4406000,4174000
4506000,4174000
5106000,4604000
4076000,4264000
4666000,4504000
5236000,4584000
5026000,4584000
5326000,4524000
5086000,4594000
4506000,4194000
5146000,4634000
5046000,4634000
4946000,4534000
4246000,4444000
4726000,4434000
4196000,3954000
4316000,4164000
4606000,4334000
4346000,4584000
5246000,4574000
5196000,4614000
5116000,4584000
4376000,4154000
4646000,4394000
5356000,4584000
5116000,4604000
4716000,4324000
4076000,4274000
4596000,4334000
5356000,4574000
4666000,4374000
5376000,4584000
5336000,4574000
4076000,4254000
4526000,4214000
5356000,4564000
5106000,4634000
4066000,4344000
4966000,4564000
5096000,4584000
5036000,4584000
5076000,4614000
5026000,4574000
4576000,4254000
4546000,4434000
5366000,4554000
4306000,4484000
4556000,4334000
4656000,4344000
4626000,4344000
5336000,4524000
4346000,4174000
5336000,4534000
4226000,4414000
4386000,4484000
5316000,4564000
5336000,4544000
5336000,4564000
4976000,4574000
4506000,4184000
4606000,4304000
5066000,4624000
4536000,4234000
4706000,4454000
5216000,4594000
5206000,4604000
4516000,4174000
4646000,4344000
5386000,4574000
4636000,4394000
5126000,4594000
4346000,4214000
4496000,4184000
5106000,4594000
5016000,4564000
5106000,4624000
4356000,4514000
5366000,4544000
4246000,4424000
5116000,4634000
5346000,4524000
4516000,4164000
4116000,3944000
5336000,4554000
5356000,4554000
4896000,4414000
4406000,4714000
4416000,4714000
5046000,4624000
5346000,4554000
5366000,4564000
5126000,4584000
4706000,4474000
5046000,4604000
4686000,4354000
5046000,4594000
4206000,3954000
5366000,4574000
4636000,4344000
5196000,4604000
5246000,4564000
4086000,4344000
4616000,4394000
4366000,4604000
5256000,4554000
4666000,4494000
5326000,4534000
4116000,4384000
5286000,4554000
4396000,4514000
4666000,4384000
5166000,4624000
5316000,4524000
4646000,4384000
4676000,4464000
4556000,4244000
4726000,4444000
5356000,4544000
5006000,4564000
5326000,4514000
5396000,4564000
5036000,4574000
5406000,4564000
4966000,4554000
5366000,4584000
5056000,4624000
5196000,4594000
4176000,4394000
5376000,4574000
5116000,4614000
4546000,4224000
4526000,4194000
5136000,4624000
5346000,4564000
4156000,4394000
5146000,4534000
5226000,4584000
5046000,4584000
4276000,4474000
4716000,4344000
5276000,4544000
5056000,4594000
5086000,4584000
5176000,4624000
4546000,4334000
5146000,4524000
4146000,3934000
5046000,4554000
4156000,4404000
5326000,4544000
4336000,4544000
5356000,4534000
5336000,4514000
4236000,4024000
5256000,4544000
5216000,4584000
4716000,4444000
4666000,4474000
4436000,4194000
5046000,4564000
4286000,4484000
4386000,4614000
5376000,4544000
5186000,4614000
4646000,4334000
4416000,4204000
4466000,4194000
5056000,4464000
5216000,4574000
5056000,4474000
5046000,4574000
4586000,4304000
4696000,4404000
4116000,4374000
5156000,4624000
5116000,4624000
5116000,4574000
5356000,4524000
4126000,4394000
4346000,4464000
5316000,4514000
5026000,4564000
5046000,4544000
5106000,4584000
4186000,4414000
5036000,4564000
4666000,4484000
4676000,4384000
5386000,4544000
4996000,4564000
4906000,4404000
4076000,4324000
4956000,4534000
5166000,4574000
4356000,4134000
4476000,4194000
5276000,4534000
5146000,4624000
5376000,4534000
5076000,4604000
4686000,4404000
4696000,4474000
4546000,4244000
5406000,4554000
5046000,4474000
4636000,4294000
5206000,4594000
4226000,3984000
5066000,4474000
4066000,4334000
5236000,4574000
4606000,4324000
5196000,4584000
5056000,4484000
5046000,4614000
5296000,4564000
4346000,4164000
4266000,4474000
4126000,4374000
5046000,4464000
5366000,4534000
4196000,4414000
5246000,4554000
4986000,4564000
4596000,4304000
4416000,4684000
5036000,4554000
5166000,4564000
5166000,4584000
4906000,4144000
4056000,4294000
5056000,4454000
4246000,4034000
4396000,4654000
4346000,4504000
5376000,4554000
4946000,4524000
5036000,4544000
5156000,4584000
4316000,4474000
4196000,4424000
4326000,4164000
5406000,4544000
5386000,4534000
5126000,4624000
5266000,4544000
4906000,4454000
4076000,4334000
5066000,4464000
5056000,4534000
5046000,4484000
4396000,4634000
5346000,4514000
4976000,4564000
4336000,4534000
5176000,4614000
4706000,4354000
4066000,4354000
5046000,4454000
4156000,3924000
5386000,4564000
5226000,4574000
4096000,3964000
5396000,4554000
4136000,4374000
4696000,4354000
4426000,4194000
4696000,4464000
5136000,4534000
4906000,4444000
5206000,4584000
5296000,4504000
4406000,4554000
5056000,4544000
4326000,4524000
5036000,4524000
5076000,4594000
4906000,4374000
5056000,4584000
4216000,4414000
4906000,4434000
5066000,4614000
4376000,4494000
5016000,4554000
4056000,4314000
5126000,4604000
4906000,4414000
5376000,4564000
5326000,4504000
4966000,4544000
5186000,4594000
5396000,4544000
5056000,4564000
5056000,4604000
5136000,4584000
5136000,4594000
5076000,4564000
4546000,4214000
5396000,4534000
5336000,4504000
5106000,4574000
5056000,4554000
5086000,4464000
5136000,4614000
5066000,4564000
4336000,4454000
5116000,4564000
4916000,4364000
5296000,4514000
5396000,4524000
4376000,4614000
5046000,4534000
5066000,4594000
4656000,4384000
5206000,4574000
5246000,4544000
4296000,4034000
4196000,4404000
4336000,4184000
4676000,4374000
5006000,4554000
4356000,4124000
5306000,4564000
4956000,4164000
5286000,4544000
5146000,4614000
5386000,4554000
5036000,4534000
5156000,4574000
5296000,4554000
5366000,4524000
4186000,4424000
4686000,4474000
5186000,4604000
4646000,4244000
4926000,4514000
4536000,4244000
4906000,4424000
4516000,4184000
4136000,4394000
5076000,4584000
5376000,4524000
4906000,4474000
4216000,4424000
4906000,4154000
4976000,4554000
4336000,4574000
4676000,4484000
4336000,4484000
5066000,4574000
5386000,4524000
5066000,4584000
5056000,4614000
5286000,4514000
5056000,4574000
4246000,4024000
5256000,4534000
4066000,4264000
5066000,4484000
5066000,4454000
5036000,4474000
5356000,4514000
4396000,4554000
5046000,4494000
4706000,4364000
4626000,4294000
5066000,4524000
5316000,4554000
4296000,4054000
5026000,4554000
5166000,4614000
5046000,4444000
5126000,4574000
4996000,4554000
4256000,4014000
5026000,4544000
4676000,4474000
5036000,4484000
5096000,4574000
4916000,4374000
5136000,4544000
5076000,4464000
5226000,4564000
4616000,4304000
4486000,4184000
5396000,4514000
5046000,4524000
4716000,4464000
4456000,4164000
4396000,4664000
4106000,4374000
5056000,4524000
4286000,4044000
4386000,4634000
4166000,3934000
4066000,4274000
5036000,4464000
5066000,4534000
4446000,4194000
5266000,4534000
5156000,4614000
5286000,4534000
5316000,4504000
5306000,4504000
5286000,4524000
4616000,4294000
4056000,4234000
4226000,3974000
4326000,4504000
5066000,4544000
4416000,4164000
4356000,4174000
5066000,4604000
5306000,4514000
5316000,4534000
4986000,4554000
4396000,4644000
4586000,4294000
4936000,4204000
4916000,4354000
4366000,4644000
5126000,4554000
5056000,4494000
4906000,4464000
5126000,4614000
5076000,4474000
5086000,4574000
5076000,4574000
4206000,4414000
5286000,4504000
4246000,4454000
5146000,4544000
5036000,4514000
5196000,4574000
5296000,4494000
5026000,4534000
4256000,4034000
5246000,4534000
4536000,4214000
5236000,4564000
4096000,4354000
